event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_symbol_news,latest_known_eps_for_symbol
89282,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:02:52.218570+00:00,1775358172218570000,173882547365833,1525,,,C,995,100,995.0,0.0,81.555190458,2.0959920474171785
91404,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:03:18.128443+00:00,1775358198128443000,173908457289083,1525,,,C,1003,40,1000.5,-5.0,107.465113708,2.0959920474171785
91405,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:03:18.128592+00:00,1775358198128592000,173908457438875,1525,,,C,1002,60,1000.5,-5.0,107.4652635,2.0959920474171785
91406,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:03:18.128683+00:00,1775358198128683000,173908457529750,1525,,,C,1001,80,1000.5,-5.0,107.465354375,2.0959920474171785
91407,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:03:18.128770+00:00,1775358198128770000,173908457616250,1525,,,C,1001,20,1000.5,-5.0,107.465440875,2.0959920474171785
92327,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:03:31.938118+00:00,1775358211938118000,173922266991458,1650,,,C,1012,40,1012.5,-1.0,121.274816083,2.0959920474171785
92393,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:03:32.819040+00:00,1775358212819040000,173923147914875,1650,,,C,1015,40,1018.0,-6.0,122.1557395,2.0959920474171785
92399,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:03:32.882421+00:00,1775358212882421000,173923211295583,1650,,,C,1015,60,1017.5,-5.0,122.219120208,2.0959920474171785
92404,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:03:32.941332+00:00,1775358212941332000,173923270206208,1650,,,C,1019,40,1019.0,0.0,122.278030833,2.0959920474171785
92467,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:03:33.774323+00:00,1775358213774323000,173924103199208,1650,,,C,1022,40,1025.0,-6.0,123.111023833,2.0959920474171785
92472,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:03:33.834043+00:00,1775358213834043000,173924162920166,1650,,,C,1022,60,1024.5,-5.0,123.170744791,2.0959920474171785
96013,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:04:19.910072+00:00,1775358259910072000,173970239038333,1650,,,C,1047,40,1047.0,0.0,169.246862958,2.0959920474171785
98065,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:04:45.320192+00:00,1775358285320192000,173995649207875,1725,,,C,1048,40,1048.0,0.0,194.6570325,2.0959920474171785
101633,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:05:31.721000+00:00,1775358331721000000,174042050107000,1725,,,C,1046,40,1047.0,-2.0,241.057931625,2.0959920474171785
101634,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:05:31.721985+00:00,1775358331721985000,174042051092000,1725,,,C,1047,100,1047.0,-2.0,241.058916625,2.0959920474171785
101635,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:05:31.722086+00:00,1775358331722086000,174042051193416,1725,,,C,1047,60,1047.0,-2.0,241.059018041,2.0959920474171785
102426,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:05:40.038268+00:00,1775358340038268000,174050367391166,1725,,,C,1047,40,1047.5,-1.0,249.375215791,2.0959920474171785
102427,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:05:40.041578+00:00,1775358340041578000,174050370701791,1725,,,C,1048,60,1047.5,-1.0,249.378526416,2.0959920474171785
102624,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:05:42.060191+00:00,1775358342060191000,174052389317958,1725,,,C,1050,40,1052.0,-4.0,251.397142583,2.0959920474171785
102625,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:05:42.060313+00:00,1775358342060313000,174052389440541,1725,,,C,1051,60,1052.0,-4.0,251.397265166,2.0959920474171785
102626,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:05:42.060401+00:00,1775358342060401000,174052389528916,1725,,,C,1052,80,1052.0,-4.0,251.397353541,2.0959920474171785
102627,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:05:42.060484+00:00,1775358342060484000,174052389611375,1725,,,C,1053,20,1052.0,-4.0,251.397436,2.0959920474171785
103237,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:05:48.370325+00:00,1775358348370325000,174058699464125,1725,,,C,1051,40,1052.0,-2.0,257.70728875,2.0959920474171785
103242,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:05:48.412884+00:00,1775358348412884000,174058742023708,1725,,,C,1052,60,1052.0,0.0,257.749848333,2.0959920474171785
104677,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:06:03.651463+00:00,1775358363651463000,174073980632291,1725,,,C,1043,40,1043.0,0.0,272.988456916,2.0959920474171785
112185,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:07:27.602361+00:00,1775358447602361000,174157931693250,1950,,,C,1038,40,1044.5,-13.0,0.051668292,2.13407379534728
112190,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:07:27.660861+00:00,1775358447660861000,174157990193791,1950,,,C,1039,60,1044.5,-11.0,0.110168833,2.13407379534728
112195,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:07:27.718736+00:00,1775358447718736000,174158048069500,1950,,,C,1040,80,1044.5,-9.0,0.168044542,2.13407379534728
112200,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:07:27.772808+00:00,1775358447772808000,174158102141041,1950,,,C,1041,100,1044.5,-7.0,0.222116083,2.13407379534728
113840,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:07:46.619361+00:00,1775358466619361000,174176948730708,1975,,,C,1048,40,1048.0,0.0,19.06870575,2.13407379534728
113911,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:07:47.553472+00:00,1775358467553472000,174177882843916,1975,,,C,1045,40,1043.0,-4.0,20.002818958,2.13407379534728
113916,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:07:47.614535+00:00,1775358467614535000,174177943907083,1975,,,C,1045,60,1043.5,-3.0,20.063882125,2.13407379534728
113977,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:07:48.465377+00:00,1775358468465377000,174178794750875,1975,,,C,1039,40,1038.5,-1.0,20.914725917,2.13407379534728
113982,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:07:48.519886+00:00,1775358468519886000,174178849260125,1975,,,C,1039,60,1039.0,0.0,20.969235167,2.13407379534728
114441,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:07:53.201073+00:00,1775358473201073000,174183530456583,1975,,,C,1021,40,1022.5,-3.0,25.650431625,2.13407379534728
114442,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:07:53.201176+00:00,1775358473201176000,174183530560083,1975,,,C,1022,60,1022.5,-3.0,25.650535125,2.13407379534728
114443,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:07:53.201263+00:00,1775358473201263000,174183530646250,1975,,,C,1023,80,1022.5,-3.0,25.650621292,2.13407379534728
114444,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:07:53.201348+00:00,1775358473201348000,174183530731541,1975,,,C,1024,20,1022.5,-3.0,25.650706583,2.13407379534728
118602,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:08:36.902246+00:00,1775358516902246000,174227231714375,1975,,,C,1011,40,1011.0,0.0,69.351689417,2.13407379534728
118924,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:08:40.385732+00:00,1775358520385732000,174230715207416,1975,,,C,1015,40,1015.0,0.0,72.835182458,2.13407379534728
120569,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:08:58.668793+00:00,1775358538668793000,174248998304583,1975,,,C,1012,40,1013.0,-2.0,91.118279625,2.13407379534728
120570,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:08:58.673211+00:00,1775358538673211000,174249002722916,1975,,,C,1013,60,1013.0,-2.0,91.122697958,2.13407379534728
120571,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:08:58.673302+00:00,1775358538673302000,174249002813208,1975,,,C,1014,80,1013.0,-2.0,91.12278825,2.13407379534728
121937,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:09:14.794449+00:00,1775358554794449000,174265123991500,1975,,,C,1005,40,1005.5,-1.0,107.243966542,2.13407379534728
121938,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:09:14.794561+00:00,1775358554794561000,174265124103916,1975,,,C,1006,60,1005.5,-1.0,107.244078958,2.13407379534728
122144,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:09:16.687501+00:00,1775358556687501000,174267017047041,2100,,,C,996,100,993.5,-5.0,109.137022083,2.13407379534728
122145,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:09:16.687604+00:00,1775358556687604000,174267017151125,2100,,,C,994,40,993.5,-5.0,109.137126167,2.13407379534728
122146,market_research_2026-04-04_21-53-21_live_round,eccd17e8272a479993104cbad31db746,2026-04-05T03:09:16.687690+00:00,1775358556687690000,174267017237125,2100,,,C,993,60,993.5,-5.0,109.137212167,2.13407379534728
