event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_A_news,latest_known_eps_for_A
1874,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:05.684918+00:00,1775347505684918000,164932325043666,100,,,A,606,37,610.0,-8.0,9.164517,
1879,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:05.689366+00:00,1775347505689366000,164932329491875,100,,,A,606,45,609.5,-7.0,9.168965209,
2521,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:13.665596+00:00,1775347513665596000,164940305374541,150,,,A,644,37,645.5,-3.0,3.67203625,0.9121937626958488
2526,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:13.671546+00:00,1775347513671546000,164940311323500,150,,,A,644,45,645.0,-2.0,3.677985209,0.9121937626958488
2590,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:14.479240+00:00,1775347514479240000,164941118932125,150,,,A,663,37,664.0,-2.0,4.485593834,0.9121937626958488
2595,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:14.484635+00:00,1775347514484635000,164941124327750,150,,,A,663,45,663.5,-1.0,4.490989459,0.9121937626958488
2596,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:14.484766+00:00,1775347514484766000,164941124459125,150,,,A,664,7,663.5,-1.0,4.491120834,0.9121937626958488
2613,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:14.675969+00:00,1775347514675969000,164941315642375,150,,,A,667,37,668.5,-3.0,4.682304084,0.9121937626958488
2618,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:14.680572+00:00,1775347514680572000,164941320244666,150,,,A,667,45,668.0,-2.0,4.686906375,0.9121937626958488
2632,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:14.873793+00:00,1775347514873793000,164941513445708,150,,,A,676,37,677.0,-2.0,4.880107417,0.9121937626958488
2637,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:14.884166+00:00,1775347514884166000,164941523819208,150,,,A,676,45,676.5,-1.0,4.890480917,0.9121937626958488
2653,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:15.106840+00:00,1775347515106840000,164941746470333,175,,,A,681,37,682.0,-2.0,5.113132042,0.9121937626958488
2658,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:15.112560+00:00,1775347515112560000,164941752190500,175,,,A,681,45,681.5,-1.0,5.118852209,0.9121937626958488
2688,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:15.482183+00:00,1775347515482183000,164942121776583,175,,,A,693,37,693.0,0.0,5.488438292,0.9121937626958488
2706,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:15.688041+00:00,1775347515688041000,164942327615375,175,,,A,696,37,696.5,-1.0,5.694277084,0.9121937626958488
2711,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:15.694168+00:00,1775347515694168000,164942333741708,175,,,A,696,45,696.0,0.0,5.700403417,0.9121937626958488
2742,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:16.153768+00:00,1775347516153768000,164942793300291,175,,,A,708,37,708.5,-1.0,6.159962,0.9121937626958488
2747,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:16.157947+00:00,1775347516157947000,164942797478708,175,,,A,708,45,708.0,0.0,6.164140417,0.9121937626958488
2763,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:16.282271+00:00,1775347516282271000,164942921791375,175,,,A,712,37,713.0,-2.0,6.288453084,0.9121937626958488
2768,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:16.286793+00:00,1775347516286793000,164942926313333,175,,,A,712,45,712.5,-1.0,6.292975042,0.9121937626958488
2847,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:17.237706+00:00,1775347517237706000,164943877141625,175,,,A,738,82,743.0,-10.0,7.243803334,0.9121937626958488
2848,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:17.237960+00:00,1775347517237960000,164943877396083,175,,,A,741,37,743.0,-10.0,7.244057792,0.9121937626958488
2849,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:17.238102+00:00,1775347517238102000,164943877538500,175,,,A,742,48,743.0,-10.0,7.244200209,0.9121937626958488
2951,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:18.493256+00:00,1775347518493256000,164945132588833,175,,,A,735,37,733.0,-4.0,8.499250542,0.9121937626958488
2956,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:18.499726+00:00,1775347518499726000,164945139059250,175,,,A,735,45,733.5,-3.0,8.505720959,0.9121937626958488
2957,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:18.499855+00:00,1775347518499855000,164945139188458,175,,,A,732,7,733.5,-3.0,8.505850167,0.9121937626958488
2974,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:18.808965+00:00,1775347518808965000,164945448274625,175,,,A,729,37,728.5,-1.0,8.814936334,0.9121937626958488
2979,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:18.813657+00:00,1775347518813657000,164945452966458,175,,,A,729,45,729.0,0.0,8.819628167,0.9121937626958488
2993,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:18.896105+00:00,1775347518896105000,164945535407541,175,,,A,720,37,719.0,-2.0,8.90206925,0.9121937626958488
2998,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:18.900316+00:00,1775347518900316000,164945539619083,175,,,A,720,52,719.5,-1.0,8.906280792,0.9121937626958488
3003,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:18.904530+00:00,1775347518904530000,164945543831916,175,,,A,720,30,720.0,0.0,8.910493625,0.9121937626958488
3015,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:19.107171+00:00,1775347519107171000,164945746457500,175,,,A,717,37,716.5,-1.0,9.113119209,0.9121937626958488
3020,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:19.111769+00:00,1775347519111769000,164945751056041,175,,,A,717,45,717.0,0.0,9.11771775,0.9121937626958488
3195,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:21.279759+00:00,1775347521279759000,164947918894250,175,,,A,710,37,711.5,-3.0,11.285555959,0.9121937626958488
3196,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:21.280486+00:00,1775347521280486000,164947919621375,175,,,A,711,52,711.5,-3.0,11.286283084,0.9121937626958488
3197,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:21.280636+00:00,1775347521280636000,164947919771083,175,,,A,712,67,711.5,-3.0,11.286432792,0.9121937626958488
3198,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:21.280763+00:00,1775347521280763000,164947919898625,175,,,A,713,11,711.5,-3.0,11.286560334,0.9121937626958488
3364,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:23.273775+00:00,1775347523273775000,164949912788333,175,,,A,707,37,707.5,-1.0,13.279450042,0.9121937626958488
3365,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:23.274094+00:00,1775347523274094000,164949913107916,175,,,A,708,52,707.5,-1.0,13.279769625,0.9121937626958488
3725,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:27.697119+00:00,1775347527697119000,164954335916666,175,,,A,721,37,721.5,-1.0,17.702578375,0.9121937626958488
3726,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:27.697288+00:00,1775347527697288000,164954336085083,175,,,A,722,52,721.5,-1.0,17.702746792,0.9121937626958488
4151,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:32.938620+00:00,1775347532938620000,164959577233208,175,,,A,702,37,700.0,-4.0,22.943894917,0.9121937626958488
4152,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:32.938805+00:00,1775347532938805000,164959577418291,175,,,A,701,52,700.0,-4.0,22.94408,0.9121937626958488
4153,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:32.938960+00:00,1775347532938960000,164959577573583,175,,,A,700,67,700.0,-4.0,22.944235292,0.9121937626958488
4154,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:32.939094+00:00,1775347532939094000,164959577707083,175,,,A,699,11,700.0,-4.0,22.944368792,0.9121937626958488
4223,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:33.726719+00:00,1775347533726719000,164960365310375,175,,,A,703,37,703.0,0.0,23.731972084,0.9121937626958488
4243,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:34.005432+00:00,1775347534005432000,164960644015583,175,,,A,701,37,702.0,-2.0,24.010677292,0.9121937626958488
4244,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:34.005596+00:00,1775347534005596000,164960644179166,175,,,A,702,52,702.0,-2.0,24.010840875,0.9121937626958488
4245,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:34.005769+00:00,1775347534005769000,164960644352958,175,,,A,703,67,702.0,-2.0,24.011014667,0.9121937626958488
4573,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:37.955757+00:00,1775347537955757000,164964594247666,175,,,A,719,82,720.5,-3.0,27.960909375,0.9121937626958488
4574,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:37.955901+00:00,1775347537955901000,164964594391958,175,,,A,719,37,720.5,-3.0,27.961053667,0.9121937626958488
4575,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:37.956014+00:00,1775347537956014000,164964594504583,175,,,A,720,48,720.5,-3.0,27.961166292,0.9121937626958488
4740,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:39.962338+00:00,1775347539962338000,164966600790750,175,,,A,722,37,723.0,-2.0,29.967452459,0.9121937626958488
4741,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:39.962491+00:00,1775347539962491000,164966600944041,175,,,A,723,52,723.0,-2.0,29.96760575,0.9121937626958488
4742,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:39.962613+00:00,1775347539962613000,164966601065625,175,,,A,724,67,723.0,-2.0,29.967727334,0.9121937626958488
4892,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:41.873325+00:00,1775347541873325000,164968511745708,300,,,A,736,37,736.0,0.0,1.710203542,1.0643148419648416
5253,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:46.303447+00:00,1775347546303447000,164972941811791,300,,,A,814,37,815.0,-2.0,6.140269625,1.0643148419648416
5258,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:46.310487+00:00,1775347546310487000,164972948851458,300,,,A,814,45,814.5,-1.0,6.147309292,1.0643148419648416
5274,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:46.801157+00:00,1775347546801157000,164973439515541,300,,,A,819,37,819.5,-1.0,6.637973375,1.0643148419648416
5279,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:46.808311+00:00,1775347546808311000,164973446669708,300,,,A,819,45,819.0,0.0,6.645127542,1.0643148419648416
6022,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:55.645532+00:00,1775347555645532000,164982283827000,375,,,A,863,37,864.0,-2.0,15.482284834,1.0643148419648416
6023,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:55.645671+00:00,1775347555645671000,164982283966333,375,,,A,864,52,864.0,-2.0,15.482424167,1.0643148419648416
6024,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:55.645785+00:00,1775347555645785000,164982284080291,375,,,A,865,67,864.0,-2.0,15.482538125,1.0643148419648416
6238,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:05:58.262161+00:00,1775347558262161000,164984900445541,375,,,A,870,37,870.0,0.0,18.098903375,1.0643148419648416
6421,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:00.473678+00:00,1775347560473678000,164987111956125,375,,,A,846,37,845.5,-1.0,20.310413959,1.0643148419648416
6422,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:00.473774+00:00,1775347560473774000,164987112052375,375,,,A,845,52,845.5,-1.0,20.310510209,1.0643148419648416
7238,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:10.577871+00:00,1775347570577871000,164997216136208,375,,,A,847,37,844.5,-5.0,30.414594042,1.0643148419648416
7239,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:10.580549+00:00,1775347570580549000,164997218814375,375,,,A,846,52,844.5,-5.0,30.417272209,1.0643148419648416
7240,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:10.583036+00:00,1775347570583036000,164997221301583,375,,,A,845,67,844.5,-5.0,30.419759417,1.0643148419648416
7241,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:10.584267+00:00,1775347570584267000,164997222532041,375,,,A,844,11,844.5,-5.0,30.420989875,1.0643148419648416
7714,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:16.358059+00:00,1775347576358059000,165002996325875,375,,,A,852,37,851.0,-2.0,36.194783709,1.0643148419648416
7715,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:16.358165+00:00,1775347576358165000,165002996432333,375,,,A,851,52,851.0,-2.0,36.194890167,1.0643148419648416
7716,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:16.358256+00:00,1775347576358256000,165002996523791,375,,,A,850,67,851.0,-2.0,36.194981625,1.0643148419648416
7717,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:16.358344+00:00,1775347576358344000,165002996611250,375,,,A,850,11,851.0,-2.0,36.195069084,1.0643148419648416
8903,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:31.038034+00:00,1775347591038034000,165017676323083,550,,,A,860,37,860.0,0.0,50.874780917,1.0643148419648416
10057,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:45.315342+00:00,1775347605315342000,165031953661833,600,,,A,865,37,863.5,-3.0,4.826148708,0.856632727991412
10058,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:45.315445+00:00,1775347605315445000,165031953765375,600,,,A,864,52,863.5,-3.0,4.82625225,0.856632727991412
10059,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:45.315539+00:00,1775347605315539000,165031953859666,600,,,A,863,67,863.5,-3.0,4.826346541,0.856632727991412
10060,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:45.315631+00:00,1775347605315631000,165031953951458,600,,,A,862,11,863.5,-3.0,4.826438333,0.856632727991412
10278,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.001746+00:00,1775347608001746000,165034640072708,625,,,A,837,37,835.0,-4.0,7.512559583,0.856632727991412
10283,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.026345+00:00,1775347608026345000,165034664671875,625,,,A,837,45,835.5,-3.0,7.53715875,0.856632727991412
10284,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.027917+00:00,1775347608027917000,165034666243708,625,,,A,834,7,835.5,-3.0,7.538730583,0.856632727991412
10301,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.202436+00:00,1775347608202436000,165034840763666,625,,,A,831,37,826.0,-10.0,7.713250541,0.856632727991412
10306,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.228934+00:00,1775347608228934000,165034867261625,625,,,A,831,45,826.5,-9.0,7.7397485,0.856632727991412
10307,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.230440+00:00,1775347608230440000,165034868766875,625,,,A,825,7,826.5,-9.0,7.74125375,0.856632727991412
10313,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.246737+00:00,1775347608246737000,165034885064458,625,,,A,825,30,824.0,-2.0,7.757551333,0.856632727991412
10314,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.246830+00:00,1775347608246830000,165034885156958,625,,,A,824,37,824.0,-2.0,7.757643833,0.856632727991412
10320,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.262909+00:00,1775347608262909000,165034901235916,625,,,A,824,15,824.0,0.0,7.773722791,0.856632727991412
10328,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.421488+00:00,1775347608421488000,165035059815416,625,,,A,822,37,814.0,-16.0,7.932302291,0.856632727991412
10333,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.435459+00:00,1775347608435459000,165035073786666,625,,,A,822,45,814.5,-15.0,7.946273541,0.856632727991412
10334,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.435568+00:00,1775347608435568000,165035073896000,625,,,A,813,7,814.5,-15.0,7.946382875,0.856632727991412
10340,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.453847+00:00,1775347608453847000,165035092174750,625,,,A,813,30,810.5,-5.0,7.964661625,0.856632727991412
10341,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.454114+00:00,1775347608454114000,165035092440875,625,,,A,812,37,810.5,-5.0,7.96492775,0.856632727991412
10347,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.470650+00:00,1775347608470650000,165035108978166,625,,,A,812,15,810.5,-3.0,7.981465041,0.856632727991412
10348,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.470744+00:00,1775347608470744000,165035109071791,625,,,A,811,67,810.5,-3.0,7.981558666,0.856632727991412
10355,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.594720+00:00,1775347608594720000,165035233047916,625,,,A,810,37,801.0,-18.0,8.105534791,0.856632727991412
10360,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.608692+00:00,1775347608608692000,165035247019916,625,,,A,810,45,801.5,-17.0,8.119506791,0.856632727991412
10361,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.608794+00:00,1775347608608794000,165035247121750,625,,,A,798,7,801.5,-17.0,8.119608625,0.856632727991412
10367,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.626366+00:00,1775347608626366000,165035264693541,625,,,A,798,30,796.0,-4.0,8.137180416,0.856632727991412
10368,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.626489+00:00,1775347608626489000,165035264817333,625,,,A,797,37,796.0,-4.0,8.137304208,0.856632727991412
10374,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.642669+00:00,1775347608642669000,165035280996666,625,,,A,797,15,796.0,-2.0,8.153483541,0.856632727991412
10375,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.642761+00:00,1775347608642761000,165035281089083,625,,,A,796,67,796.0,-2.0,8.153575958,0.856632727991412
10383,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.899617+00:00,1775347608899617000,165035537945541,625,,,A,795,37,784.0,-22.0,8.410432416,0.856632727991412
10388,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.912587+00:00,1775347608912587000,165035550915625,625,,,A,795,45,784.5,-21.0,8.4234025,0.856632727991412
10389,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.912681+00:00,1775347608912681000,165035551010208,625,,,A,784,7,784.5,-21.0,8.423497083,0.856632727991412
10395,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.928733+00:00,1775347608928733000,165035567062500,625,,,A,784,30,779.5,-9.0,8.439549375,0.856632727991412
10396,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.928826+00:00,1775347608928826000,165035567154958,625,,,A,783,37,779.5,-9.0,8.439641833,0.856632727991412
10402,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.944799+00:00,1775347608944799000,165035583127416,625,,,A,783,15,779.5,-7.0,8.455614291,0.856632727991412
10403,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:48.944894+00:00,1775347608944894000,165035583222666,625,,,A,782,67,779.5,-7.0,8.455709541,0.856632727991412
10409,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.007868+00:00,1775347609007868000,165035646196791,625,,,A,781,37,764.5,-33.0,8.518683666,0.856632727991412
10414,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.031416+00:00,1775347609031416000,165035669745375,625,,,A,781,45,765.0,-32.0,8.54223225,0.856632727991412
10415,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.032949+00:00,1775347609032949000,165035671278000,625,,,A,765,7,765.0,-32.0,8.543764875,0.856632727991412
10421,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.050552+00:00,1775347609050552000,165035688881041,625,,,A,765,30,757.5,-15.0,8.561367916,0.856632727991412
10422,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.050640+00:00,1775347609050640000,165035688968916,625,,,A,764,37,757.5,-15.0,8.561455791,0.856632727991412
10428,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.066672+00:00,1775347609066672000,165035705001583,625,,,A,764,15,757.5,-13.0,8.577488458,0.856632727991412
10429,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.066758+00:00,1775347609066758000,165035705087541,625,,,A,763,67,757.5,-13.0,8.577574416,0.856632727991412
10435,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.203739+00:00,1775347609203739000,165035842068166,625,,,A,762,37,737.0,-50.0,8.714555041,0.856632727991412
10440,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.227018+00:00,1775347609227018000,165035865347708,625,,,A,762,45,737.5,-49.0,8.737834583,0.856632727991412
10441,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.228568+00:00,1775347609228568000,165035866897750,625,,,A,740,7,737.5,-49.0,8.739384625,0.856632727991412
10447,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.250395+00:00,1775347609250395000,165035888724583,625,,,A,740,30,727.0,-26.0,8.761211458,0.856632727991412
10448,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.250497+00:00,1775347609250497000,165035888827000,625,,,A,739,37,727.0,-26.0,8.761313875,0.856632727991412
10454,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.266354+00:00,1775347609266354000,165035904683750,625,,,A,739,15,727.0,-24.0,8.777170625,0.856632727991412
10455,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.266440+00:00,1775347609266440000,165035904770166,625,,,A,738,67,727.0,-24.0,8.777257041,0.856632727991412
