event_index,session_id,run_id,wall_time_iso,wall_time_ns,monotonic_ns,exchange_tick,round,day,symbol,trade_px,trade_qty,mid_at_trade,spread_at_trade,time_since_last_A_news,latest_known_eps_for_A
10461,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.424559+00:00,1775347609424559000,165036062888625,625,,,A,737,37,702.0,-70.0,8.9353755,0.856632727991412
10466,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.437591+00:00,1775347609437591000,165036075920916,625,,,A,737,45,702.5,-69.0,8.948407791,0.856632727991412
10467,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.437682+00:00,1775347609437682000,165036076011916,625,,,A,704,7,702.5,-69.0,8.948498791,0.856632727991412
10473,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.454147+00:00,1775347609454147000,165036092477208,625,,,A,704,30,686.5,-35.0,8.964964083,0.856632727991412
10474,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.454244+00:00,1775347609454244000,165036092573916,625,,,A,703,37,686.5,-35.0,8.965060791,0.856632727991412
10480,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.471831+00:00,1775347609471831000,165036110161000,625,,,A,703,15,686.5,-33.0,8.982647875,0.856632727991412
10481,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.471943+00:00,1775347609471943000,165036110273166,625,,,A,702,67,686.5,-33.0,8.982760041,0.856632727991412
10487,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.600134+00:00,1775347609600134000,165036238464125,625,,,A,701,37,684.0,-34.0,9.110951,0.856632727991412
10492,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:49.616211+00:00,1775347609616211000,165036254541166,625,,,A,701,45,684.5,-33.0,9.127028041,0.856632727991412
10647,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:51.632535+00:00,1775347611632535000,165038270870541,625,,,A,660,37,658.0,-4.0,11.143357416,0.856632727991412
10648,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:51.634136+00:00,1775347611634136000,165038272472083,625,,,A,659,52,658.0,-4.0,11.144958958,0.856632727991412
10649,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:51.635749+00:00,1775347611635749000,165038274085000,625,,,A,659,78,658.0,-4.0,11.146571875,0.856632727991412
11122,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:57.382331+00:00,1775347617382331000,165044020681083,625,,,A,654,37,652.0,-4.0,16.893167958,0.856632727991412
11123,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:57.382509+00:00,1775347617382509000,165044020859541,625,,,A,653,52,652.0,-4.0,16.893346416,0.856632727991412
11124,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:57.382620+00:00,1775347617382620000,165044020970208,625,,,A,652,67,652.0,-4.0,16.893457083,0.856632727991412
11125,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:06:57.382712+00:00,1775347617382712000,165044021062375,625,,,A,652,11,652.0,-4.0,16.89354925,0.856632727991412
11355,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:00.199498+00:00,1775347620199498000,165046837854958,625,,,A,655,37,657.5,-5.0,19.710341833,0.856632727991412
11356,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:00.199630+00:00,1775347620199630000,165046837987500,625,,,A,656,52,657.5,-5.0,19.710474375,0.856632727991412
11357,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:00.199731+00:00,1775347620199731000,165046838088375,625,,,A,657,67,657.5,-5.0,19.71057525,0.856632727991412
11358,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:00.199822+00:00,1775347620199822000,165046838179833,625,,,A,658,11,657.5,-5.0,19.710666708,0.856632727991412
12285,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:11.725826+00:00,1775347631725826000,165058364213333,750,,,A,676,37,677.5,-3.0,1.071575333,1.0383597166597665
12290,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:11.752222+00:00,1775347631752222000,165058390609083,750,,,A,676,45,677.0,-2.0,1.097971083,1.0383597166597665
12306,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:11.952236+00:00,1775347631952236000,165058590624125,750,,,A,683,37,683.5,-1.0,1.297986125,1.0383597166597665
12311,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:11.982688+00:00,1775347631982688000,165058621076541,750,,,A,683,45,683.0,0.0,1.328438541,1.0383597166597665
12342,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:12.262875+00:00,1775347632262875000,165058901264416,750,,,A,695,82,696.5,-3.0,1.608626416,1.0383597166597665
12343,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:12.263042+00:00,1775347632263042000,165058901430541,750,,,A,696,37,696.5,-3.0,1.608792541,1.0383597166597665
12344,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:12.263162+00:00,1775347632263162000,165058901551375,750,,,A,697,48,696.5,-3.0,1.608913375,1.0383597166597665
12413,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:13.134176+00:00,1775347633134176000,165059772566833,750,,,A,707,37,708.5,-3.0,2.479928833,1.0383597166597665
12418,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:13.154866+00:00,1775347633154866000,165059793257333,750,,,A,707,45,708.0,-2.0,2.500619333,1.0383597166597665
12419,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:13.154968+00:00,1775347633154968000,165059793359125,750,,,A,709,7,708.0,-2.0,2.500721125,1.0383597166597665
12436,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:13.331356+00:00,1775347633331356000,165059969747250,750,,,A,712,37,713.0,-2.0,2.67710925,1.0383597166597665
12441,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:13.361867+00:00,1775347633361867000,165060000258416,750,,,A,712,45,712.5,-1.0,2.707620416,1.0383597166597665
12455,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:13.543713+00:00,1775347633543713000,165060182104416,750,,,A,721,37,721.0,0.0,2.889466416,1.0383597166597665
12618,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:15.640615+00:00,1775347635640615000,165062279012916,750,,,A,756,37,756.0,0.0,4.986374916,1.0383597166597665
12685,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:16.345605+00:00,1775347636345605000,165062984003958,750,,,A,773,37,773.0,0.0,5.691365958,1.0383597166597665
12704,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:16.549667+00:00,1775347636549667000,165063188066916,750,,,A,777,37,777.5,-1.0,5.895428916,1.0383597166597665
12709,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:16.574935+00:00,1775347636574935000,165063213335250,750,,,A,777,45,777.0,0.0,5.92069725,1.0383597166597665
12772,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:17.302344+00:00,1775347637302344000,165063940746083,750,,,A,795,37,798.0,-6.0,6.648108083,1.0383597166597665
12773,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:17.302444+00:00,1775347637302444000,165063940846791,750,,,A,796,52,798.0,-6.0,6.648208791,1.0383597166597665
12774,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:17.302540+00:00,1775347637302540000,165063940942041,750,,,A,797,67,798.0,-6.0,6.648304041,1.0383597166597665
12775,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:17.302638+00:00,1775347637302638000,165063941040833,750,,,A,798,11,798.0,-6.0,6.648402833,1.0383597166597665
12811,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:17.945693+00:00,1775347637945693000,165064584096500,750,,,A,802,37,802.5,-1.0,7.2914585,1.0383597166597665
12816,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:17.963928+00:00,1775347637963928000,165064602332250,750,,,A,802,45,802.0,0.0,7.30969425,1.0383597166597665
12929,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:19.401132+00:00,1775347639401132000,165066039539333,750,,,A,827,37,828.0,-2.0,8.746901333,1.0383597166597665
12934,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:19.439290+00:00,1775347639439290000,165066077697750,750,,,A,827,45,827.5,-1.0,8.78505975,1.0383597166597665
13402,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:24.954889+00:00,1775347644954889000,165071593311583,750,,,A,833,37,832.0,-2.0,14.300673583,1.0383597166597665
13403,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:24.955016+00:00,1775347644955016000,165071593438208,750,,,A,832,52,832.0,-2.0,14.300800208,1.0383597166597665
13404,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:24.955119+00:00,1775347644955119000,165071593541458,750,,,A,831,67,832.0,-2.0,14.300903458,1.0383597166597665
13781,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:29.557831+00:00,1775347649557831000,165076196266250,825,,,A,841,82,841.0,0.0,18.90362825,1.0383597166597665
14386,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:37.001960+00:00,1775347657001960000,165083640415166,825,,,A,839,37,840.0,-2.0,26.347777166,1.0383597166597665
14387,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:37.002143+00:00,1775347657002143000,165083640597666,825,,,A,840,52,840.0,-2.0,26.347959666,1.0383597166597665
14388,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:07:37.002264+00:00,1775347657002264000,165083640718750,825,,,A,841,67,840.0,-2.0,26.34808075,1.0383597166597665
17747,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:08:18.676017+00:00,1775347698676017000,165125314584666,1075,,,A,841,37,841.0,0.0,7.695884333,1.069582884277565
19500,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:08:40.359953+00:00,1775347720359953000,165146998578833,1095,,,A,794,37,792.0,-4.0,20.26588275,1.069582884277565
19502,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:08:40.365758+00:00,1775347720365758000,165147004384166,1095,,,A,793,52,792.0,-4.0,20.271688083,1.069582884277565
19503,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:08:40.365855+00:00,1775347720365855000,165147004481208,1095,,,A,792,67,792.0,-4.0,20.271785125,1.069582884277565
19504,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:08:40.365955+00:00,1775347720365955000,165147004580916,1095,,,A,791,11,792.0,-4.0,20.271884833,1.069582884277565
20724,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:08:55.450039+00:00,1775347735450039000,165162088705208,1200,,,A,763,37,762.5,-1.0,14.209244333,0.9799069177812346
20725,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:08:55.450212+00:00,1775347735450212000,165162088878333,1200,,,A,762,52,762.5,-1.0,14.209417458,0.9799069177812346
21199,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:01.324925+00:00,1775347741324925000,165167963607500,1275,,,A,785,37,786.0,-2.0,20.084146625,0.9799069177812346
21200,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:01.325027+00:00,1775347741325027000,165167963709791,1275,,,A,786,82,786.0,-2.0,20.084248916,0.9799069177812346
21201,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:01.325120+00:00,1775347741325120000,165167963802375,1275,,,A,786,48,786.0,-2.0,20.0843415,0.9799069177812346
21544,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:05.501778+00:00,1775347745501778000,165172140471583,1275,,,A,777,37,776.0,-2.0,24.261010708,0.9799069177812346
21545,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:05.501889+00:00,1775347745501889000,165172140582791,1275,,,A,776,52,776.0,-2.0,24.261121916,0.9799069177812346
21546,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:05.501984+00:00,1775347745501984000,165172140677250,1275,,,A,775,67,776.0,-2.0,24.261216375,0.9799069177812346
22392,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:16.050155+00:00,1775347756050155000,165182688876416,1275,,,A,793,37,795.0,-4.0,34.809415541,0.9799069177812346
22393,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:16.050293+00:00,1775347756050293000,165182689015000,1275,,,A,794,52,795.0,-4.0,34.809554125,0.9799069177812346
22394,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:16.050412+00:00,1775347756050412000,165182689133833,1275,,,A,795,78,795.0,-4.0,34.809672958,0.9799069177812346
22463,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:16.774034+00:00,1775347756774034000,165183412757625,1275,,,A,792,37,792.0,0.0,35.53329675,0.9799069177812346
23293,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:27.017703+00:00,1775347767017703000,165193656454666,1400,,,A,798,37,800.5,-5.0,45.776993791,0.9799069177812346
23294,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:27.017809+00:00,1775347767017809000,165193656560333,1400,,,A,799,52,800.5,-5.0,45.777099458,0.9799069177812346
23295,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:27.017904+00:00,1775347767017904000,165193656656041,1400,,,A,800,67,800.5,-5.0,45.777195166,0.9799069177812346
23296,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:27.017994+00:00,1775347767017994000,165193656746208,1400,,,A,801,11,800.5,-5.0,45.777285333,0.9799069177812346
24385,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:40.510335+00:00,1775347780510335000,165207149123208,1450,,,A,771,37,770.5,-1.0,59.269662333,0.9799069177812346
24386,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:40.510440+00:00,1775347780510440000,165207149227833,1450,,,A,770,52,770.5,-1.0,59.269766958,0.9799069177812346
24894,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:46.772405+00:00,1775347786772405000,165213411209833,1525,,,A,783,37,782.5,-1.0,5.250095375,1.1315184509526777
24895,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:46.776305+00:00,1775347786776305000,165213415109708,1525,,,A,782,52,782.5,-1.0,5.25399525,1.1315184509526777
25045,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:48.588141+00:00,1775347788588141000,165215226950000,1525,,,A,792,37,792.5,-1.0,7.065835542,1.1315184509526777
25063,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:48.793012+00:00,1775347788793012000,165215431821291,1525,,,A,795,37,795.5,-1.0,7.270706833,1.1315184509526777
25068,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:48.833677+00:00,1775347788833677000,165215472487750,1525,,,A,795,45,795.0,0.0,7.311373292,1.1315184509526777
25099,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:49.252597+00:00,1775347789252597000,165215891408208,1525,,,A,807,37,808.0,-2.0,7.73029375,1.1315184509526777
25104,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:49.307730+00:00,1775347789307730000,165215946541250,1525,,,A,807,45,807.5,-1.0,7.785426792,1.1315184509526777
25105,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:49.307853+00:00,1775347789307853000,165215946664416,1525,,,A,808,7,807.5,-1.0,7.785549958,1.1315184509526777
25122,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:49.447031+00:00,1775347789447031000,165216085843333,1525,,,A,811,37,813.5,-5.0,7.924728875,1.1315184509526777
25127,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:49.480632+00:00,1775347789480632000,165216119443833,1525,,,A,811,45,813.0,-4.0,7.958329375,1.1315184509526777
25141,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:49.586926+00:00,1775347789586926000,165216225738375,1525,,,A,820,37,823.5,-7.0,8.064623917,1.1315184509526777
25146,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:49.617243+00:00,1775347789617243000,165216256055708,1525,,,A,820,45,823.0,-6.0,8.09494125,1.1315184509526777
25147,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:49.617337+00:00,1775347789617337000,165216256149583,1525,,,A,824,7,823.0,-6.0,8.095035125,1.1315184509526777
25153,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:49.666124+00:00,1775347789666124000,165216304936250,1525,,,A,824,30,824.5,-1.0,8.143821792,1.1315184509526777
25154,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:49.669308+00:00,1775347789669308000,165216308121041,1525,,,A,825,37,824.5,-1.0,8.147006583,1.1315184509526777
25167,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:49.803914+00:00,1775347789803914000,165216442727250,1525,,,A,827,37,836.5,-19.0,8.281612792,1.1315184509526777
25172,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:49.858713+00:00,1775347789858713000,165216497526458,1525,,,A,827,45,836.0,-18.0,8.336412,1.1315184509526777
25173,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:49.858812+00:00,1775347789858812000,165216497625166,1525,,,A,835,7,836.0,-18.0,8.336510708,1.1315184509526777
25179,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:49.889684+00:00,1775347789889684000,165216528496916,1525,,,A,835,30,839.5,-9.0,8.367382458,1.1315184509526777
25180,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:49.889781+00:00,1775347789889781000,165216528594333,1525,,,A,836,37,839.5,-9.0,8.367479875,1.1315184509526777
25186,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:49.920039+00:00,1775347789920039000,165216558852041,1525,,,A,836,15,839.5,-7.0,8.397737583,1.1315184509526777
25187,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:49.920129+00:00,1775347789920129000,165216558942666,1525,,,A,837,67,839.5,-7.0,8.397828208,1.1315184509526777
25194,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:49.992684+00:00,1775347789992684000,165216631497041,1525,,,A,838,37,852.0,-28.0,8.470382583,1.1315184509526777
25199,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.017463+00:00,1775347790017463000,165216656276750,1525,,,A,838,45,851.5,-27.0,8.495162292,1.1315184509526777
25200,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.017565+00:00,1775347790017565000,165216656378625,1525,,,A,854,7,851.5,-27.0,8.495264167,1.1315184509526777
25206,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.057079+00:00,1775347790057079000,165216695892291,1525,,,A,854,30,859.0,-10.0,8.534777833,1.1315184509526777
25207,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.057206+00:00,1775347790057206000,165216696019916,1525,,,A,855,37,859.0,-10.0,8.534905458,1.1315184509526777
25213,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.097189+00:00,1775347790097189000,165216736002666,1525,,,A,855,15,859.0,-8.0,8.574888208,1.1315184509526777
25214,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.097297+00:00,1775347790097297000,165216736110333,1525,,,A,856,67,859.0,-8.0,8.574995875,1.1315184509526777
25222,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.320994+00:00,1775347790320994000,165216959808125,1525,,,A,857,37,875.0,-36.0,8.798693667,1.1315184509526777
25227,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.374449+00:00,1775347790374449000,165217013263708,1525,,,A,857,45,874.5,-35.0,8.85214925,1.1315184509526777
25228,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.377629+00:00,1775347790377629000,165217016444083,1525,,,A,874,7,874.5,-35.0,8.855329625,1.1315184509526777
25234,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.428918+00:00,1775347790428918000,165217067731958,1525,,,A,874,30,882.5,-17.0,8.9066175,1.1315184509526777
25235,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.429057+00:00,1775347790429057000,165217067871208,1525,,,A,875,37,882.5,-17.0,8.90675675,1.1315184509526777
25241,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.469095+00:00,1775347790469095000,165217107909916,1525,,,A,875,15,882.5,-15.0,8.946795458,1.1315184509526777
25242,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.469198+00:00,1775347790469198000,165217108012541,1525,,,A,876,67,882.5,-15.0,8.946898083,1.1315184509526777
25248,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.517424+00:00,1775347790517424000,165217156238500,1525,,,A,877,37,899.5,-45.0,8.995124042,1.1315184509526777
25253,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.544854+00:00,1775347790544854000,165217183668958,1525,,,A,877,45,899.0,-44.0,9.0225545,1.1315184509526777
25254,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.544947+00:00,1775347790544947000,165217183762500,1525,,,A,901,7,899.0,-44.0,9.022648042,1.1315184509526777
25260,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.581568+00:00,1775347790581568000,165217220382958,1525,,,A,901,30,910.5,-19.0,9.0592685,1.1315184509526777
25261,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.581659+00:00,1775347790581659000,165217220474625,1525,,,A,902,37,910.5,-19.0,9.059360167,1.1315184509526777
25267,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.619073+00:00,1775347790619073000,165217257888208,1525,,,A,902,15,910.5,-17.0,9.09677375,1.1315184509526777
25268,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.619206+00:00,1775347790619206000,165217258021041,1525,,,A,903,67,910.5,-17.0,9.096906583,1.1315184509526777
25274,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.678719+00:00,1775347790678719000,165217317534250,1525,,,A,904,37,913.5,-19.0,9.156419792,1.1315184509526777
25279,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:09:50.718101+00:00,1775347790718101000,165217356916791,1525,,,A,904,45,913.0,-18.0,9.195802333,1.1315184509526777
26407,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:04.619229+00:00,1775347804619229000,165231258081750,1525,,,A,914,37,913.5,-1.0,23.096967292,1.1315184509526777
26408,A_research_2026-04-04_19-04-44_live_round,0bbebde3d5824359a06f0ab697948d52,2026-04-05T00:10:04.619331+00:00,1775347804619331000,165231258183666,1525,,,A,913,52,913.5,-1.0,23.097069208,1.1315184509526777
